Age,Gender,Sleep Duration,Quality of Sleep,Physical Activity Level,Work Hours,Screen Time,Stress Level
24,Male,4.62,Poor,Moderate,11.39,10.0,High
45,Male,6.7,Good,High,9.17,7.41,Low
31,Male,5.09,Average,Moderate,9.3,10.0,High
48,Female,7.56,Good,Moderate,6.56,7.99,Low
36,Male,4.6,Poor,Low,10.01,10.0,High
33,Male,4.9,Average,Moderate,10.11,8.2,Medium
22,Female,5.74,Good,Low,9.66,6.67,Medium
52,Female,6.82,Average,Moderate,8.71,10.0,High
29,Male,5.79,Poor,Moderate,9.17,10.0,High
42,Female,5.8,Good,High,8.38,4.86,Low
38,Male,6.28,Average,Moderate,8.02,9.68,Medium
53,Female,6.21,Good,Moderate,9.41,9.12,Medium
40,Male,8.28,Good,Low,5.94,6.36,Low
33,Male,7.32,Good,Low,8.35,6.61,Low
56,Male,6.11,Average,Low,9.6,10.0,High
59,Female,9.0,Good,Moderate,7.84,6.8,Low
56,Female,7.09,Average,Low,7.33,6.43,Low
31,Female,5.34,Poor,Low,9.27,5.28,High
48,Female,6.81,Good,Low,5.41,4.67,Low
22,Male,7.14,Average,Moderate,6.73,5.22,Low
52,Male,5.67,Poor,Low,8.18,4.61,Medium
40,Male,5.24,Good,Moderate,10.37,10.0,High
46,Male,6.6,Good,Moderate,10.57,9.21,Medium
28,Female,6.07,Good,High,9.63,6.6,Low
35,Female,8.27,Good,Low,7.92,6.1,Low
29,Female,7.39,Good,Low,6.76,5.86,Low
26,Female,5.73,Average,Moderate,7.83,6.59,Low
27,Male,7.01,Good,Low,7.7,8.59,Medium
34,Female,8.02,Good,Low,6.23,5.96,Low
55,Female,4.83,Good,High,9.14,8.55,Low
24,Female,5.27,Good,High,9.99,8.6,Medium
30,Male,6.49,Good,High,7.09,8.71,Medium
57,Male,6.54,Average,High,9.45,10.0,High
59,Male,6.44,Average,High,8.08,7.46,Medium
26,Female,6.13,Poor,Low,8.82,6.75,Medium
44,Male,6.11,Good,Low,9.01,8.14,Medium
19,Male,6.96,Good,Low,7.48,2.57,Low
22,Male,7.86,Good,Moderate,8.66,8.53,Low
46,Male,5.92,Good,Moderate,7.15,4.97,Medium
54,Male,9.0,Good,High,7.54,6.95,Low
55,Male,8.85,Good,Low,5.73,6.72,Low
36,Female,8.1,Good,Low,8.0,6.74,Medium
25,Female,7.25,Average,High,7.99,6.94,Medium
18,Male,8.91,Good,Moderate,7.11,7.36,Low
39,Female,6.15,Good,Moderate,8.71,7.26,Medium
34,Male,5.5,Average,Moderate,9.79,10.0,High
24,Female,5.87,Poor,High,10.45,10.0,High
42,Male,5.3,Good,High,9.82,9.73,Medium
21,Female,6.65,Average,High,9.95,8.02,High
53,Male,6.86,Good,High,8.56,8.85,Low
23,Male,6.74,Average,Low,7.38,6.05,Low
48,Female,6.49,Average,Low,8.08,7.53,Medium
36,Male,6.66,Average,Moderate,9.41,4.63,Medium
56,Female,8.58,Good,Moderate,4.93,7.19,Low
44,Male,7.24,Good,High,8.71,10.0,Medium
27,Male,7.61,Average,Low,6.95,7.2,Medium
43,Male,6.73,Average,High,6.72,4.33,Low
36,Male,4.56,Good,Low,10.69,9.16,High
56,Female,4.32,Average,Low,9.84,8.99,High
20,Female,9.0,Good,Moderate,5.31,5.74,Low
30,Female,5.86,Good,High,8.39,10.0,Medium
45,Female,5.76,Good,High,9.38,8.2,Medium
37,Female,6.79,Good,Moderate,7.74,6.55,Medium
45,Male,7.16,Average,Moderate,8.31,8.06,Medium
25,Male,7.31,Good,Low,8.9,8.02,Medium
58,Female,8.63,Good,Moderate,7.02,5.79,Low
56,Male,8.3,Good,High,8.87,5.57,Low
18,Female,5.53,Poor,Moderate,11.93,10.0,High
20,Male,7.66,Poor,High,6.99,5.6,Low
30,Female,6.04,Poor,Moderate,7.58,5.8,Low
45,Male,6.33,Average,Low,8.32,6.61,Medium
42,Male,5.19,Good,Moderate,9.95,6.77,Medium
50,Female,4.47,Average,Moderate,12.0,10.0,High
55,Male,6.46,Good,High,8.09,8.45,Low
23,Female,5.35,Average,Low,9.98,9.27,Medium
49,Male,7.61,Average,High,6.57,7.66,Medium
38,Female,6.16,Poor,Moderate,8.42,8.54,Medium
33,Male,6.87,Good,Moderate,6.67,7.55,Low
38,Female,8.14,Good,Moderate,5.1,8.31,Low
28,Male,4.72,Average,Low,11.91,10.0,High
54,Male,5.63,Good,Low,10.65,9.72,High
53,Female,6.72,Good,High,7.84,6.09,Low
52,Female,6.88,Average,Moderate,9.4,6.19,High
36,Female,7.82,Good,High,5.61,3.29,Low
37,Female,7.54,Good,High,7.25,8.49,Low
35,Male,6.62,Good,Low,8.59,7.18,Low
58,Male,6.86,Poor,Moderate,9.66,8.88,High
31,Male,6.9,Good,Low,8.34,6.41,Medium
32,Male,4.74,Poor,Moderate,10.91,10.0,High
48,Male,6.31,Average,Low,8.13,5.0,Medium
18,Female,6.8,Average,High,8.52,8.17,Low
20,Female,7.05,Good,High,9.47,8.09,Low
33,Female,5.39,Poor,Moderate,7.67,7.4,Low
40,Female,4.98,Poor,Low,11.38,9.49,High
28,Female,6.22,Good,Low,8.53,6.63,Medium
29,Male,8.86,Good,Low,4.45,3.44,Low
27,Male,5.52,Average,Moderate,9.16,10.0,Medium
49,Female,7.91,Good,Low,8.64,7.6,Low
33,Female,8.4,Good,High,6.02,6.73,Low
25,Female,6.55,Good,Low,8.81,5.78,Low
55,Male,5.68,Average,Low,7.38,3.99,Low
29,Female,7.12,Good,High,5.69,4.97,Low
41,Female,6.73,Good,Low,6.98,8.2,Medium
45,Female,5.47,Average,Low,10.75,9.57,High
25,Male,5.71,Average,Moderate,9.23,7.65,Medium
45,Female,7.04,Poor,High,9.28,9.14,High
53,Male,7.62,Good,Low,8.77,7.31,Medium
43,Female,6.11,Good,Low,7.98,9.65,High
25,Female,6.42,Good,Moderate,10.46,10.0,High
45,Male,7.3,Good,Moderate,7.05,6.07,Low
45,Male,6.29,Good,Moderate,9.91,7.77,Medium
54,Female,6.14,Average,Moderate,10.01,8.9,High
58,Female,5.59,Good,Low,9.49,9.28,Medium
53,Male,5.57,Average,High,9.51,8.25,Medium
44,Male,9.0,Good,Moderate,6.38,8.03,Low
34,Female,6.26,Average,Moderate,8.88,8.61,Low
26,Male,8.14,Average,Low,6.39,8.11,Medium
50,Male,8.52,Good,Moderate,5.91,4.45,Low
37,Female,6.28,Average,Moderate,8.26,6.89,High
30,Female,6.94,Good,Moderate,9.52,9.46,Medium
45,Female,6.62,Average,Moderate,6.47,6.61,Medium
46,Male,4.57,Poor,High,9.83,8.6,High
30,Female,4.64,Average,High,9.97,8.2,High
52,Female,6.56,Good,Low,8.17,7.85,Low
23,Male,5.99,Average,Low,9.37,10.0,High
35,Female,8.77,Good,High,4.61,2.21,Low
22,Male,6.22,Good,Low,10.01,8.78,High
42,Male,8.84,Good,Low,7.22,6.89,Medium
19,Female,5.93,Poor,Moderate,9.88,7.28,High
27,Female,8.79,Good,High,5.96,5.94,Low
47,Male,7.11,Good,Moderate,7.0,4.44,Low
22,Female,7.18,Poor,Moderate,7.43,6.32,Low
50,Male,5.89,Good,Low,9.18,8.02,Medium
18,Male,7.19,Poor,Low,8.61,8.02,Medium
35,Female,8.53,Good,High,6.37,9.27,Low
49,Female,6.33,Good,Low,9.1,7.15,Medium
28,Male,6.09,Good,Moderate,8.39,5.89,Low
38,Male,6.2,Good,Moderate,9.14,9.89,Low
43,Female,8.44,Good,Low,6.26,2.0,Low
42,Male,7.53,Good,Moderate,7.79,6.52,Low
39,Male,8.24,Good,Low,4.64,4.76,Low
44,Male,6.88,Good,Low,8.7,6.68,Medium
30,Female,6.55,Good,Moderate,9.1,8.23,Medium
50,Male,7.01,Good,Moderate,8.62,7.06,Medium
51,Male,7.78,Good,Low,6.04,3.62,Low
58,Female,6.2,Good,High,7.95,8.49,Medium
52,Male,8.14,Good,Low,5.82,7.06,Low
18,Male,6.94,Good,Low,8.46,6.44,Medium
38,Female,4.0,Poor,Moderate,11.79,9.44,High
23,Female,7.56,Good,Low,6.6,9.4,Low
45,Female,4.97,Good,Low,11.61,10.0,High
34,Female,7.53,Good,Moderate,9.03,8.32,Low
22,Female,7.58,Average,Low,7.59,9.74,High
48,Male,6.9,Average,Moderate,8.55,5.55,Medium
22,Male,7.15,Average,High,5.83,3.03,Low
55,Female,7.82,Good,Moderate,6.55,6.84,Low
20,Male,5.91,Good,Low,7.59,8.57,Medium
40,Female,7.45,Average,Moderate,6.46,3.96,Low
54,Male,7.9,Good,Low,7.72,5.45,Low
54,Male,8.61,Average,Moderate,7.3,8.3,Medium
27,Male,5.17,Average,High,10.79,7.82,Medium
27,Female,6.99,Average,Low,8.3,7.43,Medium
36,Female,5.35,Poor,Low,10.28,9.51,High
34,Female,5.3,Good,Moderate,7.79,8.89,Medium
38,Male,6.93,Good,High,6.52,6.1,Low
31,Female,6.59,Good,Low,8.16,8.45,Medium
26,Male,7.87,Good,Moderate,7.85,5.64,Low
18,Male,6.08,Average,Moderate,8.38,8.75,Medium
30,Female,6.34,Good,Moderate,7.03,5.56,Low
21,Male,6.75,Average,Moderate,7.42,5.12,Medium
18,Male,5.47,Poor,High,8.41,10.0,Medium
57,Male,5.63,Good,Low,7.3,9.85,Medium
49,Female,7.84,Good,Moderate,9.83,9.1,Medium
51,Female,5.84,Good,Low,10.64,10.0,Medium
45,Female,7.92,Good,Low,4.71,4.81,Low
48,Male,7.23,Good,Low,5.46,5.62,Low
25,Male,4.64,Poor,Moderate,9.39,8.31,High
56,Female,7.14,Good,Moderate,6.07,4.88,Low
43,Male,7.13,Good,Low,10.73,5.99,Low
51,Female,7.01,Average,Moderate,7.03,6.46,Medium
20,Female,6.33,Average,High,9.1,10.0,High
29,Female,5.37,Poor,High,9.02,8.73,Medium
18,Female,8.12,Good,Moderate,5.48,7.06,Low
22,Male,6.38,Average,Low,9.88,9.51,High
47,Male,5.44,Good,Moderate,10.35,7.98,Medium
47,Male,7.05,Average,Moderate,7.88,7.89,Low
34,Female,5.61,Good,Low,12.0,9.9,Medium
40,Male,5.36,Average,Moderate,9.92,7.35,Low
32,Female,6.05,Average,Moderate,8.4,9.26,Medium
54,Female,5.7,Average,Low,11.6,8.16,High
38,Female,5.41,Average,Moderate,10.07,8.06,High
31,Male,7.47,Good,Moderate,9.48,10.0,Medium
19,Female,6.36,Good,Moderate,8.59,9.07,Low
28,Male,8.0,Good,Moderate,4.0,5.17,Low
56,Male,5.47,Average,Moderate,7.66,4.1,Medium
55,Male,4.43,Poor,High,11.87,10.0,High
51,Male,6.68,Good,Moderate,7.61,5.58,Medium
55,Male,8.73,Good,High,6.57,6.48,Low
51,Male,7.14,Good,Low,9.22,8.17,Medium
35,Male,9.0,Good,Moderate,6.22,5.07,Low
47,Male,6.9,Average,Moderate,7.07,8.71,Low
32,Female,6.78,Poor,Moderate,8.21,9.18,Medium
44,Female,4.0,Poor,Moderate,11.13,8.1,High
51,Male,7.01,Good,Moderate,7.5,9.61,Low
55,Male,6.7,Good,Low,6.64,4.92,Low
50,Male,6.01,Good,Moderate,8.56,10.0,High
41,Male,6.34,Average,Low,8.55,7.67,High
32,Male,6.42,Average,Low,6.85,6.19,Medium
47,Female,6.28,Poor,Moderate,7.62,9.57,High
59,Male,9.0,Good,Low,5.14,5.35,Low
34,Male,6.05,Good,Low,6.72,8.35,Medium
22,Male,6.7,Good,High,8.45,5.96,Low
46,Female,6.02,Good,Low,9.26,8.52,High
21,Female,7.44,Good,Low,6.91,7.55,Low
27,Male,6.71,Good,Low,6.65,8.45,Low
34,Female,6.16,Good,Moderate,9.33,9.6,High
27,Female,4.19,Average,High,11.47,10.0,High
34,Female,6.79,Good,Low,8.33,8.54,High
37,Female,6.13,Good,High,8.92,7.15,Low
41,Female,6.43,Average,Moderate,9.28,9.4,High
22,Female,5.08,Good,Moderate,9.81,9.58,Medium
51,Female,8.22,Good,Moderate,5.68,4.81,Low
23,Female,7.53,Good,High,7.39,7.36,Low
19,Male,8.22,Good,High,6.31,7.57,Low
30,Male,7.88,Average,Moderate,7.04,10.0,High
28,Female,7.21,Good,Low,8.85,9.97,High
40,Female,5.13,Average,High,8.43,8.24,Medium
33,Male,8.71,Good,Low,6.5,6.98,Low
48,Male,5.39,Poor,Moderate,8.11,7.46,Medium
28,Female,6.18,Average,Moderate,7.72,7.57,Medium
33,Male,7.35,Good,High,9.54,9.84,Medium
25,Female,7.41,Good,Low,8.14,8.83,Medium
21,Male,7.19,Good,Low,8.0,7.47,Low
57,Female,6.02,Good,Low,6.99,5.24,Low
21,Male,5.77,Good,Low,8.95,7.94,High
42,Female,9.0,Good,Low,4.0,3.55,Low
20,Male,6.45,Average,Low,8.59,6.19,Medium
49,Male,6.31,Poor,Low,7.19,7.95,High
20,Female,5.64,Average,Low,10.03,9.54,High
44,Female,6.79,Good,Low,8.4,6.5,Medium
46,Male,6.74,Average,High,6.8,6.27,Medium
49,Male,6.48,Good,Low,8.98,8.75,Medium
36,Female,6.96,Good,Low,10.55,9.77,Medium
38,Male,8.62,Good,Moderate,6.14,6.96,Low
22,Male,5.79,Good,Moderate,10.27,8.05,Medium
35,Male,6.55,Good,Moderate,5.93,6.69,Low
45,Male,5.72,Average,Low,9.84,8.82,High
59,Male,6.85,Poor,Moderate,7.47,8.39,Medium
39,Female,5.82,Average,Low,8.86,9.81,High
38,Male,5.87,Average,Moderate,9.84,10.0,Medium
23,Male,4.75,Average,Moderate,9.96,10.0,High
18,Female,6.62,Average,Low,6.44,6.7,Low
22,Female,7.02,Average,Low,9.81,8.81,High
58,Female,8.73,Good,Moderate,4.53,3.77,Low
29,Female,7.06,Good,Low,6.93,5.48,Low
43,Female,5.96,Average,Moderate,9.19,8.84,Medium
51,Male,4.87,Poor,Low,10.29,9.66,High
31,Male,5.03,Average,Low,10.48,10.0,High
43,Male,4.95,Average,Moderate,10.21,8.06,High
44,Female,8.75,Good,Moderate,7.63,6.09,Low
26,Female,6.85,Average,Low,8.74,8.49,High
43,Female,5.8,Average,High,7.78,6.69,Low
39,Male,5.35,Average,Moderate,6.53,7.15,Low
47,Male,5.47,Average,Moderate,9.71,8.09,Medium
34,Male,5.77,Average,High,10.99,9.26,High
43,Male,8.08,Good,Low,5.42,6.44,Low
53,Male,6.46,Good,Low,7.28,6.25,Medium
18,Male,4.76,Average,Moderate,10.67,8.93,High
25,Female,9.0,Good,Low,6.58,7.4,Low
52,Male,5.13,Average,Low,11.22,9.92,High
32,Male,5.79,Average,Low,11.18,8.87,High
39,Male,8.07,Good,High,7.21,6.32,Low
31,Male,7.0,Good,High,6.89,8.39,Medium
43,Male,5.94,Good,Moderate,7.98,8.05,Medium
45,Female,5.02,Poor,High,9.33,7.99,High
40,Male,5.34,Poor,Moderate,10.9,10.0,High
31,Male,5.41,Good,Low,8.99,8.95,High
41,Female,6.51,Average,Low,9.64,10.0,High
19,Female,6.73,Poor,High,6.44,7.84,Low
43,Male,6.32,Average,Moderate,9.02,10.0,High
31,Male,6.45,Good,Low,7.65,6.84,Low
24,Male,5.24,Poor,High,10.39,7.94,High
20,Male,6.85,Average,Low,7.84,8.65,Medium
40,Male,8.04,Good,Moderate,7.92,8.72,Medium
35,Female,6.3,Average,Moderate,8.18,7.57,High
55,Female,6.28,Average,High,8.69,6.52,Low
52,Male,6.6,Average,Moderate,9.37,9.02,Medium
32,Male,7.84,Good,Moderate,7.04,7.51,Medium
42,Female,5.43,Average,Moderate,9.64,6.71,High
54,Female,8.24,Average,Moderate,7.67,7.93,Medium
45,Male,7.01,Good,Low,7.9,9.26,Medium
27,Male,6.53,Average,Low,6.57,4.63,Low
56,Male,7.96,Good,Low,6.35,7.24,Low
34,Male,5.08,Average,Moderate,7.61,9.29,High
56,Male,7.13,Average,Low,7.57,9.36,High
39,Male,7.02,Good,Moderate,8.55,5.17,Low
43,Female,5.38,Average,Low,9.77,10.0,High
42,Female,7.05,Average,Low,9.62,8.26,High
34,Female,6.84,Average,Low,9.7,8.15,Medium
30,Female,6.29,Average,Moderate,9.02,10.0,Medium
37,Male,7.54,Good,Low,4.59,5.54,Low
42,Female,5.81,Average,Low,10.0,8.43,High
21,Female,6.82,Average,Low,7.25,8.27,Medium
27,Male,6.34,Good,Moderate,9.72,10.0,High
20,Female,5.76,Average,Moderate,9.62,8.99,High
58,Male,7.1,Good,Low,8.69,7.28,Low
35,Male,6.25,Average,Low,9.35,8.68,High
53,Female,4.73,Average,Moderate,12.0,10.0,High
39,Female,4.34,Poor,High,11.29,9.44,High
51,Female,7.45,Good,Moderate,6.01,7.84,Low
25,Male,5.04,Average,Low,11.25,9.66,High
57,Female,6.84,Good,Moderate,7.64,4.57,Low
36,Male,6.57,Good,Low,10.04,10.0,High
59,Female,6.06,Average,Moderate,10.79,10.0,High
58,Male,8.85,Good,Low,6.9,8.41,Low
54,Female,6.72,Good,Low,6.75,7.18,Low
23,Female,7.41,Good,Low,7.04,6.98,Low
43,Male,6.84,Average,Low,9.77,9.94,Medium
51,Female,6.22,Average,Moderate,11.18,9.6,High
23,Female,6.48,Average,Low,8.59,10.0,High
54,Male,8.25,Good,Low,6.42,6.45,Low
50,Female,7.81,Good,Moderate,5.77,8.77,Low
39,Female,8.84,Average,Low,4.76,6.24,Low
38,Male,6.77,Good,Moderate,8.51,4.39,Low
23,Female,5.45,Average,Moderate,10.39,7.79,Medium
23,Male,5.97,Average,Low,7.25,8.35,Medium
21,Female,5.07,Average,Low,10.93,8.27,High
47,Female,7.42,Good,Low,9.23,6.43,Medium
28,Male,5.8,Average,Low,9.96,10.0,High
47,Female,4.0,Poor,Moderate,12.0,8.02,High
48,Male,9.0,Good,High,6.43,7.67,Low
41,Male,5.82,Good,Moderate,9.62,8.19,High
26,Female,5.81,Poor,Moderate,9.61,9.78,Medium
20,Male,8.51,Good,Moderate,8.12,8.08,Low
48,Female,5.05,Average,Moderate,10.6,6.31,Medium
57,Male,7.86,Average,High,6.5,6.08,Low
54,Female,5.8,Poor,Low,9.71,8.43,High
53,Female,4.91,Poor,Low,10.61,10.0,High
41,Male,8.55,Good,Low,6.2,6.82,Low
48,Female,7.61,Good,Low,8.62,7.67,Medium
23,Female,7.6,Good,Low,7.51,5.56,Low
19,Female,6.94,Good,High,8.91,8.96,Medium
37,Male,7.22,Average,Moderate,8.39,9.18,Medium
45,Female,5.02,Poor,High,9.11,8.87,High
28,Female,6.63,Good,Moderate,7.19,6.7,Low
21,Male,5.39,Average,Low,8.75,7.57,High
32,Female,4.83,Average,Low,10.07,7.67,High
23,Male,6.99,Average,Low,9.92,9.32,Medium
47,Male,7.89,Good,Low,7.05,7.22,Medium
55,Female,6.04,Good,Moderate,9.41,9.84,Medium
19,Male,6.25,Good,Moderate,9.8,7.93,Low
32,Female,5.13,Average,Moderate,9.44,8.79,High
28,Female,6.51,Average,Moderate,7.99,5.62,Low
25,Female,7.41,Good,Low,8.85,7.69,Low
43,Male,7.45,Good,Moderate,8.23,6.92,Low
22,Male,7.15,Good,Moderate,7.17,8.61,Medium
23,Female,5.76,Poor,Low,8.75,10.0,High
43,Female,5.72,Good,Moderate,9.38,6.8,Medium
21,Male,7.45,Good,Low,7.95,8.93,Medium
36,Female,7.47,Good,Moderate,9.02,9.33,Low
37,Male,6.29,Good,High,9.35,7.72,Medium
50,Male,5.99,Good,Moderate,7.83,6.35,Medium
37,Female,7.9,Good,Moderate,6.16,5.17,Low
29,Female,6.07,Good,Low,9.3,7.94,Medium
18,Female,7.4,Good,Moderate,7.77,6.9,Low
43,Male,6.34,Good,Low,7.65,7.13,Medium
31,Male,5.24,Average,Moderate,11.02,8.95,High
55,Male,8.43,Good,Moderate,4.0,6.01,Low
54,Male,6.64,Good,Low,8.76,8.9,Medium
28,Female,5.65,Good,Low,7.49,6.98,Medium
53,Male,4.83,Poor,Moderate,11.23,9.05,High
30,Female,4.95,Average,Low,9.73,7.96,High
20,Male,6.05,Average,Low,9.85,9.55,High
50,Male,8.81,Good,Low,5.72,6.09,Low
23,Female,5.8,Average,Moderate,10.79,9.85,High
27,Male,8.24,Average,Low,4.52,6.45,Low
22,Female,6.34,Good,Low,9.72,8.72,Medium
40,Male,5.08,Good,High,9.19,10.0,High
27,Female,5.93,Good,Moderate,9.52,5.66,Low
19,Male,4.96,Poor,Moderate,10.54,7.41,High
30,Male,5.47,Average,High,7.86,10.0,Medium
57,Female,5.44,Average,Moderate,10.76,8.94,High
19,Female,4.22,Average,Low,11.25,10.0,High
37,Female,8.32,Good,Moderate,6.82,8.65,Low
18,Male,6.75,Average,Moderate,8.71,8.61,High
54,Male,5.68,Average,Moderate,9.47,10.0,High
26,Male,6.77,Average,Low,9.23,9.38,High
34,Male,5.5,Average,Low,8.93,9.73,High
26,Male,4.0,Poor,High,12.0,10.0,High
28,Male,9.0,Good,Moderate,6.69,7.78,Low
32,Female,6.73,Good,High,8.06,6.77,Low
41,Male,5.79,Poor,Low,11.43,10.0,High
55,Male,4.18,Poor,Moderate,11.36,9.89,High
52,Female,4.71,Poor,Moderate,10.52,9.23,High
47,Female,8.49,Good,Low,7.2,4.52,Low
48,Female,8.3,Average,Moderate,6.57,5.97,Low
22,Female,7.4,Good,Moderate,9.04,8.13,Medium
31,Female,5.16,Good,Low,9.81,10.0,High
28,Male,8.31,Good,Moderate,7.67,6.95,Low
26,Male,7.04,Average,Low,6.68,7.1,Low
51,Female,7.29,Good,High,5.56,7.96,Low
29,Female,7.04,Good,Moderate,8.44,6.05,Low
52,Male,4.69,Poor,Moderate,9.85,8.32,High
52,Female,5.06,Average,Low,9.71,10.0,High
18,Male,5.89,Good,High,6.3,10.0,Low
57,Male,7.27,Good,Low,9.77,5.86,Low
39,Female,4.84,Poor,Moderate,10.29,9.03,High
46,Male,6.29,Average,Moderate,10.31,10.0,High
25,Male,6.29,Good,Moderate,7.04,8.19,Medium
28,Male,7.45,Average,Low,7.67,10.0,Medium
58,Male,7.31,Good,High,8.18,6.76,Low
54,Female,5.29,Average,Moderate,9.87,8.56,High
31,Female,8.24,Good,Low,7.04,4.49,Medium
47,Female,5.1,Average,Low,8.23,7.95,Medium
52,Female,7.81,Average,High,7.57,8.07,Low
38,Female,5.84,Average,Moderate,8.15,10.0,Medium
54,Male,6.7,Average,Moderate,7.56,9.85,Medium
22,Male,6.77,Average,Low,8.25,10.0,Medium
36,Male,6.74,Good,High,7.84,6.45,Low
31,Male,7.31,Good,Moderate,7.34,7.78,Low
43,Female,6.97,Good,High,9.38,9.15,Low
21,Female,7.44,Good,Low,7.37,7.86,Low
42,Male,7.06,Good,Moderate,7.46,7.16,Medium
59,Female,4.98,Poor,Moderate,9.87,10.0,High
42,Male,6.82,Average,Moderate,6.85,6.26,Medium
35,Male,5.82,Good,Low,9.38,9.06,High
57,Female,5.17,Good,Low,10.7,10.0,High
25,Female,6.15,Good,Low,9.23,10.0,High
56,Female,6.72,Average,Moderate,8.32,6.58,Medium
57,Male,6.8,Average,Low,8.92,9.07,High
31,Female,7.77,Good,High,6.57,7.28,Low
49,Male,8.07,Good,High,6.98,8.72,Low
55,Female,6.9,Good,Low,9.78,10.0,Medium
50,Male,7.12,Good,Moderate,7.53,6.77,Low
40,Female,6.61,Average,Low,9.12,8.27,High
32,Male,7.42,Average,Low,8.34,7.95,High
50,Male,7.08,Good,Moderate,7.01,7.63,Low
42,Female,6.43,Average,High,9.4,9.82,Medium
34,Male,9.0,Good,Low,5.27,5.13,Low
50,Female,5.84,Average,Moderate,9.67,10.0,High
19,Female,8.25,Good,Low,6.0,3.46,Low
31,Female,4.87,Average,Low,10.47,7.54,High
57,Male,7.48,Good,Moderate,7.68,8.29,Low
57,Female,8.22,Good,Low,6.91,6.59,Low
56,Male,4.21,Average,Low,11.12,8.93,High
23,Female,6.67,Good,High,7.69,8.82,Low
23,Female,7.36,Average,Low,6.24,7.59,Medium
20,Male,6.8,Good,Low,8.3,9.68,High
24,Male,6.95,Good,High,9.37,7.01,Low
25,Female,6.66,Average,High,9.04,9.55,Medium
59,Male,5.19,Average,Moderate,10.35,10.0,High
32,Female,9.0,Average,Low,5.39,4.26,Low
46,Male,5.9,Good,Moderate,9.32,8.58,Medium
50,Male,7.02,Good,Moderate,6.98,8.34,Low
47,Female,5.72,Average,Moderate,8.77,10.0,High
56,Male,4.0,Average,Low,11.43,9.78,High
44,Female,5.39,Poor,Moderate,7.43,5.55,Medium
53,Female,4.76,Poor,Moderate,12.0,10.0,High
46,Male,7.81,Good,Low,5.59,5.97,Low
55,Female,5.77,Poor,High,11.5,7.22,Medium
50,Male,5.88,Average,Low,8.11,7.32,Medium
54,Male,5.22,Good,Moderate,8.76,9.83,Medium
44,Female,6.61,Good,Moderate,7.91,5.71,Low
50,Male,5.64,Average,Moderate,8.83,8.36,Medium
21,Female,7.69,Good,High,6.58,6.12,Low
39,Female,6.86,Good,Low,7.7,7.33,Low
19,Male,5.81,Average,Low,9.3,7.86,High
27,Male,7.52,Good,Moderate,6.4,7.23,Low
22,Female,6.51,Good,High,9.5,8.32,Medium
27,Female,6.53,Good,Moderate,10.16,10.0,Medium
50,Female,4.74,Poor,Moderate,7.93,7.0,High
55,Male,6.41,Good,High,10.82,10.0,High
30,Male,6.89,Good,Low,9.04,8.35,Medium
48,Female,8.1,Average,High,7.21,5.24,Low
53,Male,5.6,Poor,Moderate,8.71,6.81,Medium
41,Female,9.0,Good,High,6.2,4.6,Low
32,Male,7.17,Average,Low,8.91,6.59,Medium
46,Female,4.68,Poor,Moderate,12.0,8.43,High
25,Female,5.49,Average,Low,12.0,8.77,High
22,Female,8.21,Good,Low,4.96,5.46,Low
46,Female,7.99,Good,Moderate,6.76,7.84,Low
21,Female,6.52,Average,Moderate,8.57,5.97,Medium
29,Female,6.68,Average,Moderate,9.93,7.74,Medium
19,Male,5.1,Poor,Low,9.8,10.0,High
44,Female,8.09,Good,High,6.0,5.96,Low
48,Female,5.31,Poor,High,9.75,6.26,High
53,Female,7.51,Good,Low,7.03,6.98,Low
53,Female,8.12,Good,Low,8.06,8.19,Low
43,Female,6.56,Average,High,11.31,10.0,Medium
44,Male,7.66,Good,Moderate,8.43,10.0,Medium
22,Female,8.72,Good,Low,7.42,6.06,Low
37,Female,6.82,Good,Low,9.66,10.0,High
28,Female,6.29,Good,Moderate,9.26,8.45,Medium
27,Female,6.42,Average,High,8.1,8.37,High
57,Male,5.61,Average,Low,9.03,7.34,High
55,Male,5.58,Good,Low,10.74,8.51,High
23,Female,7.03,Good,Low,8.32,5.95,Low
25,Female,6.3,Average,Low,7.52,5.06,Low
40,Male,6.89,Poor,Moderate,9.68,9.78,High
43,Female,4.71,Poor,High,9.36,7.75,Medium
29,Male,6.39,Good,Low,7.26,10.0,Low
43,Female,7.74,Good,Moderate,6.21,5.64,Low
30,Male,5.16,Poor,High,10.21,10.0,High
57,Male,6.52,Average,Moderate,9.65,8.84,Medium
35,Female,4.27,Poor,Low,11.04,6.99,High
42,Female,4.93,Average,Moderate,9.4,6.56,High
50,Female,7.47,Good,Moderate,6.56,4.33,Low
57,Female,6.13,Poor,Moderate,9.8,10.0,High
29,Male,8.69,Average,Low,6.2,8.29,Medium
53,Male,7.02,Good,Moderate,8.39,10.0,Medium
21,Female,7.14,Good,Low,7.69,4.05,Low
22,Male,5.21,Average,Low,10.15,7.05,High
54,Female,6.04,Average,Low,9.43,9.51,Medium
25,Female,5.62,Average,Low,12.0,9.25,High
59,Female,5.22,Average,High,10.26,10.0,High
45,Male,7.3,Average,Moderate,7.24,6.4,Medium
48,Female,7.54,Good,Low,7.67,6.55,Medium
26,Male,6.98,Good,Moderate,6.88,4.09,Low
46,Female,5.51,Poor,Low,8.34,6.97,High
31,Male,6.9,Poor,Low,9.6,9.28,High
57,Male,4.2,Average,High,11.16,8.33,High
